id,api_entity_with_single_des_id,qualified_name,single_description,final_annotation_type,core_verb
1050,4592,java.awt.dnd.DropTarget.DropTargetAutoScroller.updateLocation(java.awt.Point),cause autoscroll to occur,28,\N
1051,52327,android.view.View.post(java.lang.Runnable),Causes the Runnable to be added to the message queue.,28,add
1052,17406,java.util.stream.LongStream.Builder.build(),"Builds the stream, transitioning this builder to the built state.",15,build
1053,35378,android.app.Notification.CarExtender.Builder.build(),Builds a new unread conversation object.,15,build
1054,29795,"javax.swing.tree.DefaultMutableTreeNode.getPathToRoot(javax.swing.tree.TreeNode,int)","Builds the parents of node up to and including the root node, where the original node is the last element in the returned array.",15,build
1055,17360,java.util.stream.IntStream.Builder.build(),"Builds the stream, transitioning this builder to the built state.",15,build
1056,29898,"javax.swing.tree.DefaultTreeModel.getPathToRoot(javax.swing.tree.TreeNode,int)","Builds the parents of node up to and including the root node, where the original node is the last element in the returned array.",15,build
1057,44416,android.media.session.PlaybackState.Builder.build(),Build and return the PlaybackState instance with these values.,15,build
1058,58583,"javax.net.ssl.X509ExtendedTrustManager.checkClientTrusted(java.security.cert.X509Certificate,java.lang.String,java.net.Socket)","Given the partial or complete certificate chain provided by the peer, build and validate the certificate path based on the authentication type and ssl parameters.",65,build
1059,46808,"android.preference.PreferenceActivity.onBuildStartFragmentIntent(java.lang.String,android.os.Bundle,int,int)","Called by startWithFragment(String, Bundle, Fragment, int, int, int) when in single-pane mode, to build an Intent to launch a new activity showing the selected fragment.",9,call
1060,36808,android.companion.WifiDeviceFilter.Builder.build(),"Builds the instance Once this method is called, this builder should no longer be used.",15,build
1061,47203,"android.provider.ContactsContract.RawContacts.getContactLookupUri(android.content.ContentResolver,android.net.Uri)",Build a CONTENT_LOOKUP_URI style Uri for the parent ContactsContract.Contacts entry of the given ContactsContract.RawContacts entry.,15,build
1062,15145,"java.util.ResourceBundle.Control.needsReload(java.lang.String,java.util.Locale,java.lang.String,java.lang.ClassLoader,java.util.ResourceBundle,long)",Determines if the expired bundle in the cache needs to be reloaded based on the loading time given by loadTime or some other criteria.,65,determine
1063,39320,android.graphics.Paint.descent(),Return the distance below (positive) the baseline (descent) based on the current typeface and text size.,54,return
1064,6081,"java.awt.image.Raster.createPackedRaster(java.awt.image.DataBuffer,int,int,int,java.awt.Point)","Creates a Raster based on a MultiPixelPackedSampleModel with the specified DataBuffer, width, height, and bits per pixel.",15,create
1065,5496,"java.awt.geom.RectangularShape.setFrameFromDiagonal(java.awt.geom.Point2D,java.awt.geom.Point2D)",Sets the diagonal of the framing rectangle of this Shape based on two specified Point2D objects.,77,set
1066,57668,java.util.Arrays.hashCode(java.lang.Object),Returns a hash code based on the contents of the specified array.,54,return
1067,5495,"java.awt.geom.RectangularShape.setFrameFromDiagonal(double,double,double,double)",Sets the diagonal of the framing rectangle of this Shape based on the two specified coordinates.,77,set
1068,46846,android.preference.PreferenceFragment.findPreference(java.lang.CharSequence),Finds a Preference based on its key.,62,find
1069,14412,java.util.Arrays.hashCode(float[]),Returns a hash code based on the contents of the specified array.,54,return
1070,26831,javax.swing.plaf.basic.BasicTreeUI.createPropertyChangeListener(),Creates a listener that is responsible that updates the UI based on how the tree changes.,15,create
1071,51653,"android.view.Gravity.applyDisplay(int,android.graphics.Rect,android.graphics.Rect,int)","Apply additional gravity behavior based on the overall \display\"" that an object exists in.""",70,apply
1072,16775,java.util.concurrent.locks.ReentrantReadWriteLock.ReadLock.tryLock(),Acquires the read lock only if the write lock is not held by another thread at the time of invocation.,54,acquire
1073,16665,java.util.concurrent.locks.AbstractQueuedLongSynchronizer.acquire(long),"Acquires in exclusive mode, ignoring interrupts.",54,acquire
1074,16746,java.util.concurrent.locks.ReentrantLock.lockInterruptibly(),Acquires the lock unless the current thread is interrupted.,54,acquire
1075,16749,java.util.concurrent.locks.ReentrantLock.tryLock(),Acquires the lock only if it is not held by another thread at the time of invocation.,54,acquire
1076,16339,java.util.concurrent.Semaphore.tryAcquire(),"Acquires a permit from this semaphore, only if one is available at the time of invocation.",54,acquire
1077,9847,java.nio.channels.FileLock.acquiredBy(),Returns the channel upon whose file this lock was acquired.,54,return
1078,16811,java.util.concurrent.locks.StampedLock.writeLockInterruptibly(),"Exclusively acquires the lock, blocking if necessary until available or the current thread is interrupted.",54,acquire
1079,22173,javax.sound.sampled.SourceDataLine.open(javax.sound.sampled.AudioFormat),"Opens the line with the specified format, causing the line to acquire any required system resources and become operational.",46,open
1080,16753,java.util.concurrent.locks.ReentrantReadWriteLock.getQueuedReaderThreads(),Returns a collection containing threads that may be waiting to acquire the read lock.,54,return
1081,16668,java.util.concurrent.locks.AbstractQueuedLongSynchronizer.acquireSharedInterruptibly(long),"Acquires in shared mode, aborting if interrupted.",54,acquire
1082,45157,android.net.sip.SipAudioCall.setListener(android.net.sip.SipAudioCall.Listener),Sets the listener to listen to the audio call events.,77,set
1083,38660,android.databinding.Observable.addOnPropertyChangedCallback(android.databinding.Observable.OnPropertyChangedCallback),Adds a callback to listen for changes to the Observable.,61,add
1084,43789,"android.media.MediaRouter.addCallback(int,android.media.MediaRouter.Callback)",Add a callback to listen to events about specific kinds of media routes.,61,add
1085,39661,android.graphics.drawable.Animatable2.registerAnimationCallback(android.graphics.drawable.Animatable2.AnimationCallback),Adds a callback to listen to the animation events.,61,add
1086,43788,"android.media.MediaRouter.addCallback(int,android.media.MediaRouter.Callback,int)",Add a callback to listen to events about specific kinds of media routes.,61,add
1087,9769,java.nio.channels.AsynchronousServerSocketChannel.bind(java.net.SocketAddress),Binds the channel's socket to a local address and configures the socket to listen for connections.,79,bind
1088,9770,"java.nio.channels.AsynchronousServerSocketChannel.bind(java.net.SocketAddress,int)",Binds the channel's socket to a local address and configures the socket to listen for connections.,79,bind
1089,38666,android.databinding.BaseObservable.addOnPropertyChangedCallback(android.databinding.Observable.OnPropertyChangedCallback),Adds a callback to listen for changes to the Observable.,61,add
1090,51995,android.view.TextureView.setSurfaceTextureListener(android.view.TextureView.SurfaceTextureListener),Sets the TextureView.SurfaceTextureListener used to listen to surface texture events.,77,set
1091,45189,"android.net.sip.SipManager.setRegistrationListener(java.lang.String,android.net.sip.SipRegistrationListener)",Sets the listener to listen to registration events.,77,set
1092,42579,android.icu.util.ULocale.Builder.setLanguageTag(java.lang.String),Resets the Builder to match the provided IETF BCP 47 language tag.,77,reset
1093,5738,"java.awt.image.ColorModel.coerceData(java.awt.image.WritableRaster,boolean)","Forces the raster data to match the state specified in the isAlphaPremultiplied variable, assuming the data is currently correctly described by this ColorModel.",33,match
1094,49678,android.test.mock.MockContext.createConfigurationContext(android.content.res.Configuration),Return a new Context object for the current Context but whose resources are adjusted to match the given Configuration.,54,return
1095,49680,android.test.mock.MockContext.createDisplayContext(android.view.Display),Return a new Context object for the current Context but whose resources are adjusted to match the metrics of the given Display.,54,return
1096,23646,javax.swing.JComboBox.configurePropertiesFromAction(javax.swing.Action),Sets the properties on this combobox to match those in the specified Action.,77,set
1097,5668,java.awt.image.BufferedImage.coerceData(boolean),Forces the data to match the state specified in the isAlphaPremultiplied variable.,33,match
1098,6395,java.beans.PropertyEditor.getJavaInitializationString(),Returns a fragment of Java code that can be used to set a property to match the editors current state.,54,return
1099,23899,javax.swing.JEditorPane.getScrollableTracksViewportWidth(),Returns true if a viewport should always force the width of this Scrollable to match the width of the viewport.,54,return
1100,5779,"java.awt.image.ComponentColorModel.coerceData(java.awt.image.WritableRaster,boolean)","Forces the raster data to match the state specified in the isAlphaPremultiplied variable, assuming the data is currently correctly described by this ColorModel.",33,match
1101,31014,javax.xml.soap.AttachmentPart.getNonMatchingMimeHeaders(java.lang.String[]),Retrieves all MimeHeader objects whose name does not match a name in the given array.,62,retrieve
